980	13.50	4.31
1300	19.00	1.9
1800	16.00	3.08
2650	17.00	2.98
3070	17.00	1.6
3400	12.00	3.07
4390	12.50	10.33
5150	15.00	11.17
5720	15.00	9.98
6008	13.50	4.48
6845	19.00	10.59
7060	16.00	14.44
7370	17.00	3.81
7680	17.00	3.04
8045	12.00	2.48
8570	12.50	5.14
9380	15.00	7.7
9640	15.00	10.2
9980	12.50	4.42
10280	15.00	3.71
10550	15.00	2.66
11260	13.50	6
11495	19.00	2.68
11670	16.00	2.29
12460	17.00	119.9

